Time,Vz_mean,Omega_z,Input_Torque,Applied_Torque_Global_Z_Projection,Applied_Torque_Axis_Alignment,Damping_Torque_Global_Z_Estimate,Power_Efficiency,Theoretical_Error,V_theory
0.0,0.0,0.0,1e-08,1e-08,1.0,0.0,0.0,1534.7347597518947,1.906045497427405e-06
0.002999999999999962,2.384441138414142e-10,7.407138715776391e-06,1e-08,1e-08,1.0,2.3270212573603646e-11,9.662168606962478e-09,1534.7347597518947,1.906045497427405e-06
0.00599999999999984,5.652818356184597e-10,1.669943276650579e-05,1e-08,1e-08,1.0,5.246281529837127e-11,2.4086861679090528e-08,1534.7347597518947,1.906045497427405e-06
0.008999999999999718,2.2441750383415033e-10,2.489978089927977e-05,1e-08,1e-08,1.0,7.822496874917279e-11,2.5460668762388795e-09,1534.7347597518947,1.906045497427405e-06
0.011999999999999596,7.023519384599424e-10,3.3989415264644255e-05,1e-08,1e-08,1.0,1.0678089729521917e-10,1.8269125326262986e-08,1534.7347597518947,1.906045497427405e-06
0.014999999999999474,8.193578303320598e-10,3.9634155282521935e-05,1e-08,1e-08,1.0,1.24514371066808e-10,2.132207604608072e-08,1534.7347597518947,1.906045497427405e-06
0.018000000000000176,1.2526382807276767e-09,4.9106518722395245e-05,1e-08,1e-08,1.0,1.5427267846164654e-10,4.022203965030655e-08,1534.7347597518947,1.906045497427405e-06
0.021000000000001094,1.3250616468774843e-09,5.5888360644687885e-05,1e-08,1e-08,1.0,1.7557846322252841e-10,3.9546010224445975e-08,1534.7347597518947,1.906045497427405e-06
0.024000000000002013,1.55697938338161e-09,6.729461356661972e-05,1e-08,1e-08,1.0,2.114122636070566e-10,4.534582397709615e-08,1534.7347597518947,1.906045497427405e-06
0.02700000000000293,2.1063909830197767e-09,7.221198572856415e-05,1e-08,1e-08,1.0,2.2686064386598812e-10,7.734291991295865e-08,1534.7347597518947,1.906045497427405e-06
0.03000000000000385,2.835276240564158e-09,8.227708760153326e-05,1e-08,1e-08,1.0,2.5848109396774067e-10,1.2298827896655395e-07,1534.7347597518947,1.906045497427405e-06
0.033000000000003554,3.0577424839655776e-09,8.827421760189611e-05,1e-08,1e-08,1.0,2.7732163351950363e-10,1.3332752438779533e-07,1534.7347597518947,1.906045497427405e-06
0.03600000000000239,3.561543882010556e-09,9.940312393570557e-05,1e-08,1e-08,1.0,3.1228412390028835e-10,1.606306599922652e-07,1534.7347597518947,1.906045497427405e-06
0.03900000000000123,3.951726936113875e-09,0.00010556483376282196,1e-08,1e-08,1.0,3.316417062267093e-10,1.8621148517061833e-07,1534.7347597518947,1.906045497427405e-06
0.042000000000000065,4.977769450805798e-09,0.00011420259022814619,1e-08,1e-08,1.0,3.5877801848166955e-10,2.731149536808403e-07,1534.7347597518947,1.906045497427405e-06
0.0449999999999989,5.269503692700437e-09,0.00011981636273890248,1e-08,1e-08,1.0,3.7641420496038587e-10,2.917260235924215e-07,1534.7347597518947,1.906045497427405e-06
0.04799999999999774,5.913174704552103e-09,0.0001300118295676749,1e-08,9.999999999999908e-09,0.9999999999999908,4.0844420864957577e-10,3.3854034192854365e-07,1534.7347597518947,1.906045497427405e-06
0.050999999999996576,6.008279682122358e-09,0.00013662960208850873,1e-08,9.99999999999938e-09,0.9999999999999379,4.292345541841556e-10,3.325885971682103e-07,1534.7347597518947,1.906045497427405e-06
