damping_constant,pitch_over_radius,total_steps,step_skip,final_time,V_sim,omega_sim,V_theory_over_V_sim,omega_theory_over_omega_sim,damping_torque_to_applied_ratio,torque_residual_to_applied_ratio,torque_balance_with_damping_residual_ratio,steady_state_status,omega_steady_state_status,invalid_result,failure_reason,stiffness_status,deformation_exceeded
1e-05,3.0,120000,1200,1.2000000000036277,1.010308602499055e-06,0.0018666108742488728,1.8865973156248441,1.0921007250750767,0.0586413100965108,0.08076117293072109,0.02211986283421029,TRANSIENT_LIKELY,TRANSIENT_LIKELY,False,NONE,OK,False
3e-06,3.0,120000,1200,1.2000000000036277,1.0329754873214389e-06,0.0019205523017355637,1.845199156051499,1.0614275317355542,0.018100779005902238,0.054165222902359464,0.03606444389645722,TRANSIENT_LIKELY,TRANSIENT_LIKELY,False,NONE,OK,False
