body_length_ratio,V_sim,V_theory,V_theory_over_V_sim,omega_sim,omega_theory,omega_theory_over_omega_sim,Eta_power,Eta_slip,pct_error_vs_theory,steady_state_status,omega_steady_state_status,invalid_result,failure_reason,stiffness_status,deformation_exceeded
0.1,2.470999801144175e-06,3.4932888290718e-06,1.4137147350049415,0.0019958132679528,0.0022305616235116,1.117620400329131,0.0007702068710915,0.155583189007634,29.26437171240882,TRANSIENT_LIKELY,OK,False,NONE,OK,False
0.2,2.428117046510715e-06,3.3491105385417065e-06,1.3793035814951713,0.0021549349721598,0.0022774338136128,1.0568457252936152,0.0013775803375997,0.1415941506156682,27.499644500596776,TRANSIENT_LIKELY,OK,False,NONE,OK,False
0.3,2.35947826761778e-06,3.172880649225789e-06,1.3447382384366062,0.0022784825469804,0.0023268254439834,1.0212171460637554,0.0018453951920985,0.1301308118717224,25.63608504487829,TRANSIENT_LIKELY,OK,False,NONE,OK,False
0.4,2.3976613222747534e-06,2.9572993465440785e-06,1.233409956222831,0.0024584567875789,0.002379038224134,0.9676957659592985,0.0023548050611042,0.1225561536637385,18.92395590332518,TRANSIENT_LIKELY,OK,False,NONE,OK,False
0.5,2.4829304330809515e-06,2.6928960046472704e-06,1.084563614336058,0.0028813692258951,0.0024344435953304,0.8448912320753124,0.0026932834809975,0.1082867955670373,7.797017456447273,TRANSIENT_LIKELY,OK,False,NONE,OK,False
0.6,2.3908910966939463e-06,2.367180405405336e-06,0.9900829061928431,0.0035895685692011,0.0024935079356589,0.694653936145273,0.0024055282380417,0.0837003752412336,1.0016427659872489,TRANSIENT_LIKELY,TRANSIENT_LIKELY,False,NONE,OK,False
0.7,1.974377605642477e-06,1.963365082074328e-06,0.9944222809574638,0.0045723945459812,0.0025568302330167,0.5591884530751982,0.0015024383067215,0.0542620731340892,0.5609004493710742,TRANSIENT_LIKELY,TRANSIENT_LIKELY,False,NONE,OK,False
0.8,1.2535336494372163e-06,1.4583832541739832e-06,1.1634177150559426,0.0062930025036965,0.0026252001940983,0.4171617908234204,0.0005029049944388,0.0250315622902505,14.046349212422363,TRANSIENT_LIKELY,TRANSIENT_LIKELY,False,NONE,OK,False
0.9,3.434715081883048e-07,8.197041788952946e-07,2.386527439259678,0.0095064134598865,0.0026996911881704,0.2839863003604971,2.811830373064474e-05,0.0045402930196333,58.0981142915244,TRANSIENT_LIKELY,TRANSIENT_LIKELY,False,NONE,OK,False
