sweep,metric,mean,min,max,count
H1,V_theory_over_V_sim,1.1533101967721688,0.9564656383242218,1.4807076600974034,12
H1,omega_theory_over_omega_sim,0.7584776645678075,0.46891151092621997,1.0367982894157575,12
H1,pct_error_vs_theory,12.920462103685566,0.4402742146460643,32.464724337671186,12
H2,V_theory_over_V_sim,1.3322422741068372,0.9900829061928431,2.386527439259678,9
H2,omega_theory_over_omega_sim,0.7736956389028334,0.2839863003604971,1.117620400329131,9
H2,pct_error_vs_theory,20.314231259662378,0.5609004493710742,58.0981142915244,9
