Time,Vz_mean,Omega_z,Input_Torque,Applied_Torque_Global_Z_Projection,Applied_Torque_Axis_Alignment,Damping_Torque_Global_Z_Estimate,Power_Efficiency,Theoretical_Error,V_theory
0.0,0.0,0.0,1e-08,1e-08,1.0,0.0,0.0,16.341771505594267,1.4583832541739832e-06
0.024000000000002013,9.603489121509769e-10,0.00011032567232130011,1e-08,1e-08,1.0,3.4659832166695123e-11,1.6836560491198693e-08,16.341771505594267,1.4583832541739832e-06
0.04799999999999774,2.5531023242804514e-09,0.00022150067421152934,1e-08,9.999999999999769e-09,0.9999999999999768,6.958648908681268e-11,5.926977106060471e-08,16.341771505594267,1.4583832541739832e-06
0.07200000000000162,5.320054876186646e-09,0.0003311848226070842,1e-08,9.999999999993219e-09,0.9999999999993219,1.0404478056828548e-10,1.7212091986290791e-07,16.341771505594267,1.4583832541739832e-06
0.09600000000002562,8.225011145243571e-09,0.00043917285178945016,1e-08,9.9999999999769e-09,0.9999999999976901,1.379702204837816e-10,3.102482673850699e-07,16.341771505594267,1.4583832541739832e-06
0.12000000000004962,1.2040329696749436e-08,0.0005438767975426684,1e-08,9.999999999942246e-09,0.9999999999942246,1.7086393516179908e-10,5.368439795042467e-07,16.341771505594267,1.4583832541739832e-06
0.14400000000007362,1.6357008568842417e-08,0.0006491620801632523,1e-08,9.999999999879846e-09,0.9999999999879845,2.0394028220299425e-10,8.30092479747792e-07,16.341771505594267,1.4583832541739832e-06
0.16800000000009763,2.154511713809683e-08,0.0007547370922657807,1e-08,9.999999999777212e-09,0.9999999999777213,2.371076504453899e-10,1.2387220979037993e-06,16.341771505594267,1.4583832541739832e-06
0.19200000000012163,2.7148275973839412e-08,0.0008578727654870432,1e-08,9.999999999620265e-09,0.9999999999620265,2.695086777768855e-10,1.7303481389685524e-06,16.341771505594267,1.4583832541739832e-06
0.21600000000014563,3.321130973676122e-08,0.0009594179429482398,1e-08,9.99999999939336e-09,0.9999999999393359,3.0141003612884226e-10,2.3154533193333484e-06,16.341771505594267,1.4583832541739832e-06
0.24000000000016963,4.004350503340298e-08,0.0010587168651694197,1e-08,9.999999999078738e-09,0.9999999999078738,3.3260571258478656e-10,3.0503958255494424e-06,16.341771505594267,1.4583832541739832e-06
0.2640000000001159,4.727754743576663e-08,0.0011590094573539563,1e-08,9.999999998656285e-09,0.9999999998656285,3.641135596664282e-10,3.884138956509926e-06,16.341771505594267,1.4583832541739832e-06
0.2880000000000067,5.513577450375883e-08,0.0012584060855961895,1e-08,9.999999998103773e-09,0.9999999998103772,3.953399313741678e-10,4.8653939360996205e-06,16.341771505594267,1.4583832541739832e-06
0.31199999999989747,6.358455076365342e-08,0.0013552764389825299,1e-08,9.999999997397937e-09,0.9999999997397936,4.257726504290852e-10,6.008238811906382e-06,16.341771505594267,1.4583832541739832e-06
0.33599999999978825,7.197313799935814e-08,0.0014508435594622685,1e-08,9.999999996514048e-09,0.9999999996514047,4.55795946791473e-10,7.191047382655013e-06,16.341771505594267,1.4583832541739832e-06
0.359999999999679,8.137295759915781e-08,0.001545006070692735,1e-08,9.999999995425322e-09,0.9999999995425323,4.853779721439929e-10,8.631810004690567e-06,16.341771505594267,1.4583832541739832e-06
0.3839999999995698,9.085786481484371e-08,0.0016406458995371835,1e-08,9.999999994102808e-09,0.9999999994102807,5.154241105128235e-10,1.0134026973479846e-05,16.341771505594267,1.4583832541739832e-06
0.40799999999946057,1.0110062171935822e-07,0.0017336964123547231,1e-08,9.999999992515207e-09,0.9999999992515206,5.44656791260858e-10,1.1874257492505508e-05,16.341771505594267,1.4583832541739832e-06
0.43199999999935135,1.1157090809425815e-07,0.0018249015405540866,1e-08,9.999999990631816e-09,0.9999999990631816,5.733097273329415e-10,1.373834309953892e-05,16.341771505594267,1.4583832541739832e-06
0.4559999999992421,1.2240226110406857e-07,0.0019149857325183692,1e-08,9.99999998842031e-09,0.9999999988420311,6.016105109008979e-10,1.5757423180624418e-05,16.341771505594267,1.4583832541739832e-06
0.4799999999991329,1.3366788782873298e-07,0.002004155922616685,1e-08,9.999999985845549e-09,0.9999999985845548,6.296241523141054e-10,1.7955376860209292e-05,16.341771505594267,1.4583832541739832e-06
0.5039999999990681,1.4539454393670395e-07,0.0020944375633747147,1e-08,9.999999982869785e-09,0.9999999982869784,6.579869662500511e-10,2.0328281263301968e-05,16.341771505594267,1.4583832541739832e-06
0.5279999999992253,1.5740773278558246e-07,0.0021812025350750456,1e-08,9.999999979455956e-09,0.9999999979455956,6.852449860183197e-10,2.287852352752551e-05,16.341771505594267,1.4583832541739832e-06
0.5519999999993825,1.6956315440216052e-07,0.0022667945269939315,1e-08,9.999999975566599e-09,0.9999999975566598,7.121345033201688e-10,2.5545986552126928e-05,16.341771505594267,1.4583832541739832e-06
0.5759999999995398,1.8205355982963204e-07,0.002351971872097023,1e-08,9.999999971161984e-09,0.9999999971161984,7.388937554829841e-10,2.8381679241089564e-05,16.341771505594267,1.4583832541739832e-06
0.599999999999697,1.9514430286459416e-07,0.002436608608233198,1e-08,9.999999966200064e-09,0.9999999966200064,7.654831703299067e-10,3.147732655945315e-05,16.341771505594267,1.4583832541739832e-06
0.6239999999998542,2.082282240673079e-07,0.002521164252137146,1e-08,9.99999996063595e-09,0.999999996063595,7.920471093007264e-10,3.4637768866722263e-05,16.341771505594267,1.4583832541739832e-06
0.6480000000000115,2.2187971020970972e-07,0.0026021533175757997,1e-08,9.999999954427803e-09,0.9999999954427803,8.174905746010443e-10,3.8104315005842984e-05,16.341771505594267,1.4583832541739832e-06
0.6720000000001687,2.3535203276381044e-07,0.002683316288739347,1e-08,9.999999947533673e-09,0.9999999947533672,8.429886739961362e-10,4.157534872289989e-05,16.341771505594267,1.4583832541739832e-06
0.6960000000003259,2.494170771186419e-07,0.002763817071051731,1e-08,9.999999939906158e-09,0.9999999939906158,8.682787406282178e-10,4.533304967826058e-05,16.341771505594267,1.4583832541739832e-06
0.7200000000004831,2.6375087183900175e-07,0.0028442199398634443,1e-08,9.99999993149616e-09,0.999999993149616,8.935380468268601e-10,4.926023634476625e-05,16.341771505594267,1.4583832541739832e-06
0.7440000000006404,2.781953603643019e-07,0.002923378688157905,1e-08,9.99999992225596e-09,0.999999992225596,9.184065010377843e-10,5.331955904062365e-05,16.341771505594267,1.4583832541739832e-06
0.7680000000007976,2.926347843690774e-07,0.0029997947013183706,1e-08,9.999999912139863e-09,0.9999999912139863,9.424132995939381e-10,5.74952838085744e-05,16.341771505594267,1.4583832541739832e-06
0.7920000000009548,3.074382044027236e-07,0.0030771271841047395,1e-08,9.999999901099414e-09,0.9999999901099415,9.6670801557449e-10,6.186458204906878e-05,16.341771505594267,1.4583832541739832e-06
0.8160000000011121,3.2259772614135344e-07,0.0031533228016639805,1e-08,9.999999889081775e-09,0.9999999889081775,9.906455748104749e-10,6.647005418774597e-05,16.341771505594267,1.4583832541739832e-06
0.8400000000012693,3.3787846495613327e-07,0.0032292957032772213,1e-08,9.999999876033706e-09,0.9999999876033706,1.0145131657684808e-09,7.120083230249759e-05,16.341771505594267,1.4583832541739832e-06
0.8640000000014265,3.5302095050560426e-07,0.0033034490328834403,1e-08,9.999999861904449e-09,0.9999999861904448,1.0378091213214925e-09,7.598103574657187e-05,16.341771505594267,1.4583832541739832e-06
0.8880000000015837,3.685646138858369e-07,0.0033759764614462277,1e-08,9.999999846646947e-09,0.9999999846646946,1.0605942849971538e-09,8.10400541097866e-05,16.341771505594267,1.4583832541739832e-06
0.912000000001741,3.8415462526344753e-07,0.003449565601847402,1e-08,9.999999830204376e-09,0.9999999830204376,1.0837129952839851e-09,8.616275656878526e-05,16.341771505594267,1.4583832541739832e-06
0.9360000000018982,4.00162565458378e-07,0.003521724746681325,1e-08,9.999999812519716e-09,0.9999999812519716,1.1063824592139425e-09,9.157762336948745e-05,16.341771505594267,1.4583832541739832e-06
0.9600000000020554,4.1595468769213685e-07,0.003593697357506056,1e-08,9.999999793539453e-09,0.9999999793539452,1.128993321756608e-09,9.696665315309309e-05,16.341771505594267,1.4583832541739832e-06
0.9840000000022127,4.3199415133296247e-07,0.003663237149343374,1e-08,9.999999773211043e-09,0.9999999773211042,1.1508398916734365e-09,0.00010260359069616737,16.341771505594267,1.4583832541739832e-06
1.00800000000237,4.481308180738341e-07,0.00373227982028803,1e-08,9.999999751481324e-09,0.9999999751481324,1.172530286455831e-09,0.00010836955412822192,16.341771505594267,1.4583832541739832e-06
1.0320000000025271,4.6454625239313316e-07,0.0038019951689239146,1e-08,9.999999728291154e-09,0.9999999728291153,1.1944320091675257e-09,0.00011431894852299395,16.341771505594267,1.4583832541739832e-06
1.0560000000026843,4.809009588982824e-07,0.0038699943845828823,1e-08,9.999999703579894e-09,0.9999999703579894,1.215794592803934e-09,0.00012035740389431224,16.341771505594267,1.4583832541739832e-06
1.0800000000028416,4.972407827306372e-07,0.003937505232315964,1e-08,9.999999677293186e-09,0.9999999677293185,1.237003751131521e-09,0.00012646903337041067,16.341771505594267,1.4583832541739832e-06
1.1040000000029988,5.138557844593611e-07,0.004002758789945314,1e-08,9.999999649377668e-09,0.9999999649377668,1.2575037608584173e-09,0.00013286021160033036,16.341771505594267,1.4583832541739832e-06
1.128000000003156,5.304781499943091e-07,0.0040685027428244945,1e-08,9.999999619776317e-09,0.9999999619776316,1.278157832796736e-09,0.00013930677804708857,16.341771505594267,1.4583832541739832e-06
1.1520000000033133,5.472351197153955e-07,0.0041341871991460765,1e-08,9.99999958842309e-09,0.999999958842309,1.298793213340228e-09,0.00014589138413164608,16.341771505594267,1.4583832541739832e-06
1.1760000000034705,5.640363603369288e-07,0.00419800543871188,1e-08,9.999999555261976e-09,0.9999999555261976,1.3188423045987241e-09,0.0001526311112861122,16.341771505594267,1.4583832541739832e-06
1.2000000000036277,5.807250603224667e-07,0.004261026790539112,1e-08,9.999999520235602e-09,0.9999999520235602,1.3386410461906968e-09,0.00015940382229048618,16.341771505594267,1.4583832541739832e-06
1.224000000003785,5.97726251901902e-07,0.004322539271833235,1e-08,9.999999483289613e-09,0.9999999483289613,1.3579657621244667e-09,0.00016647061084201775,16.341771505594267,1.4583832541739832e-06
1.2480000000039422,6.146726255559196e-07,0.004385165785310457,1e-08,9.99999944436295e-09,0.999999944436295,1.3776404615904652e-09,0.00017352960882736497,16.341771505594267,1.4583832541739832e-06
1.2720000000040994,6.316467124150953e-07,0.004446712531841529,1e-08,9.999999403387726e-09,0.9999999403387726,1.396975942265902e-09,0.0001807096255482955,16.341771505594267,1.4583832541739832e-06
1.2960000000042566,6.487139947016581e-07,0.00450662189089881,1e-08,9.999999360307895e-09,0.9999999360307895,1.4157970224954647e-09,0.00018807335520696126,16.341771505594267,1.4583832541739832e-06
1.3200000000044139,6.656382091511029e-07,0.004566029794759048,1e-08,9.999999315070978e-09,0.9999999315070978,1.434460565928714e-09,0.00019543826841677902,16.341771505594267,1.4583832541739832e-06
1.344000000004571,6.827469679951444e-07,0.004624463070531265,1e-08,9.999999267615937e-09,0.9999999267615937,1.4528179209178324e-09,0.00020301592436951124,16.341771505594267,1.4583832541739832e-06
1.3680000000047283,6.998389708961925e-07,0.004683929614564257,1e-08,9.999999217876106e-09,0.9999999217876105,1.4714998867046742e-09,0.0002105996986357741,16.341771505594267,1.4583832541739832e-06
1.3920000000048856,7.170176476765321e-07,0.004741366251833237,1e-08,9.999999165787722e-09,0.9999999165787722,1.4895441384737873e-09,0.0002183876353622721,16.341771505594267,1.4583832541739832e-06
